Customer_ID,Name,Age,Gender,Location,Preferred_Language,Newsletter_Subscribed,Subscription_Date,Year,Month,Day
1104,Customer 104,52,Male,Chicago,English,No,NA,NA,NA,NA
1105,Customer 105,31,Other,Los Angeles,Spanish,No,NA,NA,NA,NA
1106,Customer 106,46,Male,Los Angeles,Spanish,Yes,2022-01-25,2022,1,25
1107,Customer 107,49,Female,Houston,French,No,NA,NA,NA,NA
1108,Customer 108,24,Other,New York,English,No,NA,NA,NA,NA
1109,Customer 109,20,Male,New York,Spanish,No,NA,NA,NA,NA
1110,Customer 110,40,Male,Chicago,German,Yes,2022-07-28,2022,7,28
1111,Customer 111,32,Male,New York,French,No,NA,NA,NA,NA
1112,Customer 112,38,Other,New York,French,Yes,2023-09-23,2023,9,23
1113,Customer 113,54,Other,Houston,French,No,NA,NA,NA,NA
1114,Customer 114,25,Other,San Francisco,German,Yes,2023-05-06,2023,5,6
1115,Customer 115,68,Female,New York,German,No,NA,NA,NA,NA
1116,Customer 116,27,Male,Chicago,English,No,NA,NA,NA,NA
1117,Customer 117,67,Female,Los Angeles,Spanish,Yes,2022-08-03,2022,8,3
1118,Customer 118,59,Female,San Francisco,German,Yes,2023-08-22,2023,8,22
1119,Customer 119,61,Other,New York,Spanish,Yes,2022-06-16,2022,6,16
1120,Customer 120,51,Other,New York,Spanish,Yes,2023-10-13,2023,10,13
1121,Customer 121,27,Female,Chicago,English,No,NA,NA,NA,NA
1122,Customer 122,39,Other,Chicago,English,Yes,2022-03-19,2022,3,19
1123,Customer 123,29,Male,Los Angeles,Spanish,Yes,2023-08-23,2023,8,23
1124,Customer 124,37,Other,San Francisco,German,No,NA,NA,NA,NA
1125,Customer 125,63,Male,Chicago,German,Yes,2022-11-01,2022,11,1
1126,Customer 126,34,Female,Houston,Spanish,No,NA,NA,NA,NA
1127,Customer 127,63,Male,Houston,English,No,NA,NA,NA,NA
1128,Customer 128,52,Female,Chicago,English,No,NA,NA,NA,NA
1129,Customer 129,57,Other,New York,English,Yes,2023-02-01,2023,2,1
1130,Customer 130,63,Male,Chicago,French,No,NA,NA,NA,NA
1131,Customer 131,68,Male,San Francisco,English,Yes,2022-02-16,2022,2,16
1132,Customer 132,47,Male,New York,German,No,NA,NA,NA,NA
1133,Customer 133,32,Male,Houston,English,No,NA,NA,NA,NA
1134,Customer 134,41,Other,New York,French,No,NA,NA,NA,NA
1135,Customer 135,66,Male,San Francisco,Spanish,No,NA,NA,NA,NA
1136,Customer 136,40,Female,Los Angeles,Spanish,No,NA,NA,NA,NA
1137,Customer 137,60,Male,San Francisco,English,Yes,2022-01-25,2022,1,25
1138,Customer 138,24,Other,Houston,English,Yes,2023-10-14,2023,10,14
1139,Customer 139,46,Other,San Francisco,Spanish,Yes,2022-04-15,2022,4,15
1140,Customer 140,32,Other,Chicago,French,No,NA,NA,NA,NA
1141,Customer 141,40,Other,San Francisco,Spanish,Yes,2023-07-17,2023,7,17
1142,Customer 142,43,Male,New York,Spanish,Yes,2022-05-06,2022,5,6
1143,Customer 143,55,Female,Los Angeles,German,No,NA,NA,NA,NA
1144,Customer 144,63,Male,New York,English,Yes,2022-03-18,2022,3,18
1145,Customer 145,49,Female,San Francisco,English,No,NA,NA,NA,NA
1146,Customer 146,24,Female,Los Angeles,German,No,NA,NA,NA,NA
1147,Customer 147,44,Other,San Francisco,French,No,NA,NA,NA,NA
1148,Customer 148,59,Female,Los Angeles,English,No,NA,NA,NA,NA
1149,Customer 149,22,Male,Los Angeles,English,No,NA,NA,NA,NA
1150,Customer 150,23,Other,Chicago,English,Yes,2022-01-08,2022,1,8
1151,Customer 151,33,Male,New York,Spanish,Yes,2022-01-03,2022,1,3
1152,Customer 152,41,Other,Houston,Spanish,No,NA,NA,NA,NA
1153,Customer 153,49,Male,Houston,German,No,NA,NA,NA,NA
1154,Customer 154,38,Female,Los Angeles,German,No,NA,NA,NA,NA
1155,Customer 155,28,Other,New York,French,Yes,2022-10-01,2022,10,1
1156,Customer 156,53,Female,Chicago,English,No,NA,NA,NA,NA
1157,Customer 157,61,Other,San Francisco,English,Yes,2022-04-19,2022,4,19
1158,Customer 158,63,Female,New York,German,Yes,2023-03-18,2023,3,18
1159,Customer 159,36,Female,New York,French,Yes,2022-09-15,2022,9,15
1160,Customer 160,42,Female,New York,French,No,NA,NA,NA,NA
1161,Customer 161,56,Other,Los Angeles,Spanish,No,NA,NA,NA,NA
1162,Customer 162,43,Female,San Francisco,French,Yes,2022-10-02,2022,10,2
1163,Customer 163,26,Female,Chicago,Spanish,No,NA,NA,NA,NA
1164,Customer 164,24,Other,Houston,German,Yes,2023-10-25,2023,10,25
1165,Customer 165,51,Other,San Francisco,Spanish,Yes,2022-09-28,2022,9,28
1166,Customer 166,65,Other,New York,German,No,NA,NA,NA,NA
1167,Customer 167,30,Female,Chicago,French,No,NA,NA,NA,NA
1168,Customer 168,36,Other,New York,English,Yes,2023-03-11,2023,3,11
1169,Customer 169,69,Male,Houston,English,Yes,2023-09-17,2023,9,17
1170,Customer 170,64,Female,San Francisco,Spanish,No,NA,NA,NA,NA
1171,Customer 171,56,Female,San Francisco,German,Yes,2022-12-04,2022,12,4
1172,Customer 172,21,Female,New York,German,No,NA,NA,NA,NA
1173,Customer 173,18,Other,Chicago,Spanish,No,NA,NA,NA,NA
1174,Customer 174,57,Male,Los Angeles,English,No,NA,NA,NA,NA
1175,Customer 175,47,Male,Los Angeles,German,No,NA,NA,NA,NA
1176,Customer 176,47,Other,Chicago,English,Yes,2022-01-29,2022,1,29
1177,Customer 177,69,Male,New York,French,No,NA,NA,NA,NA
1178,Customer 178,42,Female,New York,German,Yes,2023-03-04,2023,3,4
1179,Customer 179,33,Male,Los Angeles,English,No,NA,NA,NA,NA
1180,Customer 180,41,Male,Los Angeles,French,No,NA,NA,NA,NA
1181,Customer 181,28,Other,Houston,German,Yes,2023-05-19,2023,5,19
1182,Customer 182,65,Male,Houston,English,No,NA,NA,NA,NA
1183,Customer 183,37,Male,Chicago,French,No,NA,NA,NA,NA
1184,Customer 184,57,Female,Chicago,Spanish,No,NA,NA,NA,NA
1185,Customer 185,20,Female,San Francisco,English,Yes,2023-10-10,2023,10,10
1186,Customer 186,46,Other,San Francisco,German,Yes,2022-05-08,2022,5,8
1187,Customer 187,53,Other,Chicago,Spanish,No,NA,NA,NA,NA
1188,Customer 188,69,Other,San Francisco,French,No,NA,NA,NA,NA
1189,Customer 189,61,Other,Houston,German,Yes,2023-07-20,2023,7,20
1190,Customer 190,39,Other,Chicago,French,No,NA,NA,NA,NA
1191,Customer 191,66,Female,Los Angeles,English,No,NA,NA,NA,NA
1192,Customer 192,59,Male,Houston,German,No,NA,NA,NA,NA
1193,Customer 193,37,Female,Houston,French,No,NA,NA,NA,NA
1194,Customer 194,28,Other,New York,English,Yes,2023-12-19,2023,12,19
1195,Customer 195,25,Other,San Francisco,French,Yes,2023-09-09,2023,9,9
1196,Customer 196,63,Female,Los Angeles,Spanish,Yes,2022-04-21,2022,4,21
1197,Customer 197,38,Female,Chicago,English,Yes,2023-12-17,2023,12,17
1198,Customer 198,62,Female,Chicago,German,Yes,2022-02-01,2022,2,1
1199,Customer 199,19,Female,Chicago,German,No,NA,NA,NA,NA
1200,Customer 200,60,Female,New York,Spanish,No,NA,NA,NA,NA
1201,Customer 201,30,Other,San Francisco,German,No,NA,NA,NA,NA
1202,Customer 202,63,Other,Houston,English,Yes,2022-12-29,2022,12,29
1203,Customer 203,23,Female,Los Angeles,English,Yes,2022-10-05,2022,10,5
1204,Customer 204,25,Other,Los Angeles,French,Yes,2022-08-26,2022,8,26
1205,Customer 205,61,Male,Chicago,French,Yes,2022-07-08,2022,7,8
1206,Customer 206,49,Male,Houston,Spanish,No,NA,NA,NA,NA
1207,Customer 207,53,Other,Los Angeles,English,No,NA,NA,NA,NA
1208,Customer 208,62,Female,New York,French,Yes,2022-11-25,2022,11,25
1209,Customer 209,31,Male,New York,French,Yes,2022-09-18,2022,9,18
1210,Customer 210,70,Other,Los Angeles,English,Yes,2023-08-02,2023,8,2
1211,Customer 211,33,Female,Los Angeles,German,No,NA,NA,NA,NA
1212,Customer 212,40,Other,New York,English,No,NA,NA,NA,NA
1213,Customer 213,50,Male,New York,English,Yes,2022-03-09,2022,3,9
1214,Customer 214,57,Female,San Francisco,German,Yes,2023-08-13,2023,8,13
1215,Customer 215,57,Female,New York,English,No,NA,NA,NA,NA
1216,Customer 216,27,Other,Houston,Spanish,No,NA,NA,NA,NA
1217,Customer 217,42,Female,New York,Spanish,Yes,2023-04-21,2023,4,21
1218,Customer 218,25,Other,New York,German,Yes,2022-08-23,2022,8,23
1219,Customer 219,35,Other,New York,German,Yes,2023-04-05,2023,4,5
1220,Customer 220,70,Other,New York,French,Yes,2022-02-15,2022,2,15
1221,Customer 221,26,Female,Los Angeles,Spanish,Yes,2022-09-06,2022,9,6
1222,Customer 222,24,Other,Chicago,Spanish,No,NA,NA,NA,NA
1223,Customer 223,24,Female,San Francisco,French,Yes,2022-12-28,2022,12,28
1224,Customer 224,27,Other,San Francisco,English,No,NA,NA,NA,NA
1225,Customer 225,41,Other,San Francisco,German,No,NA,NA,NA,NA
1226,Customer 226,40,Male,New York,Spanish,Yes,2022-09-14,2022,9,14
1227,Customer 227,43,Male,Chicago,Spanish,Yes,2023-05-01,2023,5,1
1228,Customer 228,60,Female,Los Angeles,German,Yes,2023-06-28,2023,6,28
1229,Customer 229,50,Female,New York,Spanish,Yes,2023-06-14,2023,6,14
1230,Customer 230,46,Other,San Francisco,French,Yes,2023-12-01,2023,12,1
1231,Customer 231,68,Female,San Francisco,French,No,NA,NA,NA,NA
1232,Customer 232,27,Female,Los Angeles,English,No,NA,NA,NA,NA
1233,Customer 233,70,Female,New York,English,No,NA,NA,NA,NA
1234,Customer 234,30,Female,Houston,English,No,NA,NA,NA,NA
1235,Customer 235,60,Female,San Francisco,French,No,NA,NA,NA,NA
1236,Customer 236,28,Female,Houston,Spanish,Yes,2023-10-19,2023,10,19
1237,Customer 237,42,Other,Houston,German,No,NA,NA,NA,NA
1238,Customer 238,69,Other,New York,English,Yes,2023-11-13,2023,11,13
1239,Customer 239,43,Male,Houston,English,No,NA,NA,NA,NA
1240,Customer 240,24,Male,San Francisco,German,No,NA,NA,NA,NA
1241,Customer 241,42,Male,New York,German,Yes,2023-12-25,2023,12,25
1242,Customer 242,40,Other,San Francisco,Spanish,Yes,2022-02-18,2022,2,18
1243,Customer 243,43,Male,Los Angeles,Spanish,No,NA,NA,NA,NA
1244,Customer 244,49,Other,San Francisco,French,No,NA,NA,NA,NA
1245,Customer 245,37,Male,New York,English,No,NA,NA,NA,NA
1246,Customer 246,41,Male,San Francisco,Spanish,No,NA,NA,NA,NA
1247,Customer 247,26,Male,Los Angeles,German,No,NA,NA,NA,NA
1248,Customer 248,58,Male,Chicago,English,No,NA,NA,NA,NA
1249,Customer 249,54,Female,Chicago,English,Yes,2022-10-06,2022,10,6
1250,Customer 250,40,Female,Chicago,English,No,NA,NA,NA,NA
1251,Customer 251,31,Female,Chicago,French,No,NA,NA,NA,NA
1252,Customer 252,63,Female,Chicago,French,Yes,2022-09-26,2022,9,26
1253,Customer 253,23,Male,New York,Spanish,No,NA,NA,NA,NA
1254,Customer 254,44,Other,Houston,German,Yes,2023-07-05,2023,7,5
1255,Customer 255,18,Other,New York,Spanish,No,NA,NA,NA,NA
1256,Customer 256,43,Other,Houston,German,Yes,2023-05-04,2023,5,4
1257,Customer 257,59,Female,New York,Spanish,Yes,2022-12-15,2022,12,15
1258,Customer 258,66,Other,Houston,German,No,NA,NA,NA,NA
1259,Customer 259,34,Female,Chicago,Spanish,No,NA,NA,NA,NA
1260,Customer 260,46,Male,Chicago,French,Yes,2023-07-28,2023,7,28
1261,Customer 261,43,Male,San Francisco,German,Yes,2022-07-26,2022,7,26
1262,Customer 262,44,Female,San Francisco,English,Yes,2023-01-11,2023,1,11
1263,Customer 263,38,Female,Chicago,Spanish,No,NA,NA,NA,NA
1264,Customer 264,24,Female,Los Angeles,English,Yes,2022-05-12,2022,5,12
1265,Customer 265,70,Male,San Francisco,Spanish,No,NA,NA,NA,NA
1266,Customer 266,43,Other,New York,English,No,NA,NA,NA,NA
1267,Customer 267,58,Male,New York,Spanish,Yes,2023-10-31,2023,10,31
1268,Customer 268,37,Other,New York,German,No,NA,NA,NA,NA
1269,Customer 269,23,Male,Chicago,French,No,NA,NA,NA,NA
1270,Customer 270,67,Male,Los Angeles,Spanish,Yes,2022-01-09,2022,1,9
1271,Customer 271,47,Other,New York,French,Yes,2023-06-21,2023,6,21
1272,Customer 272,48,Female,New York,German,Yes,2022-06-14,2022,6,14
1273,Customer 273,46,Male,Los Angeles,English,Yes,2023-05-26,2023,5,26
1274,Customer 274,34,Other,Chicago,German,Yes,2022-04-02,2022,4,2
1275,Customer 275,54,Other,Houston,English,No,NA,NA,NA,NA
1276,Customer 276,37,Female,Chicago,Spanish,Yes,2022-08-04,2022,8,4
1277,Customer 277,52,Female,San Francisco,French,No,NA,NA,NA,NA
1278,Customer 278,42,Other,Houston,French,Yes,2023-11-11,2023,11,11
1279,Customer 279,63,Other,Los Angeles,French,No,NA,NA,NA,NA
1280,Customer 280,50,Male,Chicago,Spanish,Yes,2022-09-13,2022,9,13
1281,Customer 281,19,Female,Los Angeles,French,Yes,2023-09-22,2023,9,22
1282,Customer 282,21,Male,San Francisco,French,No,NA,NA,NA,NA
1283,Customer 283,27,Male,New York,French,No,NA,NA,NA,NA
1284,Customer 284,50,Other,Chicago,English,Yes,2022-07-24,2022,7,24
1285,Customer 285,22,Male,Chicago,French,Yes,2023-12-13,2023,12,13
1286,Customer 286,70,Female,Los Angeles,Spanish,Yes,2023-07-19,2023,7,19
1287,Customer 287,42,Female,Los Angeles,Spanish,No,NA,NA,NA,NA
1288,Customer 288,25,Other,Los Angeles,French,Yes,2023-09-30,2023,9,30
1289,Customer 289,42,Female,New York,English,No,NA,NA,NA,NA
1290,Customer 290,38,Other,Chicago,French,Yes,2022-02-19,2022,2,19
1291,Customer 291,62,Other,Houston,French,No,NA,NA,NA,NA
1292,Customer 292,35,Female,New York,French,Yes,2023-01-03,2023,1,3
1293,Customer 293,59,Other,Los Angeles,French,No,NA,NA,NA,NA
1294,Customer 294,48,Other,New York,French,No,NA,NA,NA,NA
1295,Customer 295,23,Female,Houston,German,Yes,2023-09-29,2023,9,29
1296,Customer 296,24,Female,Chicago,French,Yes,2023-10-08,2023,10,8
1297,Customer 297,58,Other,Houston,English,Yes,2022-01-01,2022,1,1
1298,Customer 298,65,Other,San Francisco,Spanish,Yes,2022-07-06,2022,7,6
1299,Customer 299,34,Female,San Francisco,English,No,NA,NA,NA,NA
1300,Customer 300,70,Male,Los Angeles,English,Yes,2022-05-31,2022,5,31
1301,Customer 301,62,Male,San Francisco,Spanish,No,NA,NA,NA,NA
1302,Customer 302,45,Other,San Francisco,English,Yes,2023-06-25,2023,6,25
1303,Customer 303,70,Other,New York,Spanish,No,NA,NA,NA,NA
1304,Customer 304,57,Male,Los Angeles,Spanish,Yes,2022-03-25,2022,3,25
1305,Customer 305,70,Female,San Francisco,French,No,NA,NA,NA,NA
1306,Customer 306,24,Female,San Francisco,French,Yes,2022-10-24,2022,10,24
1307,Customer 307,37,Other,Chicago,French,No,NA,NA,NA,NA
1308,Customer 308,35,Female,Houston,English,No,NA,NA,NA,NA
1309,Customer 309,46,Other,New York,English,Yes,2022-04-26,2022,4,26
1310,Customer 310,34,Male,Los Angeles,German,Yes,2022-08-15,2022,8,15
1311,Customer 311,50,Female,Houston,German,No,NA,NA,NA,NA
1312,Customer 312,19,Female,Los Angeles,English,No,NA,NA,NA,NA
1313,Customer 313,66,Male,San Francisco,Spanish,No,NA,NA,NA,NA
1314,Customer 314,19,Other,Houston,Spanish,Yes,2023-07-24,2023,7,24
1315,Customer 315,30,Female,Houston,Spanish,Yes,2022-01-18,2022,1,18
1316,Customer 316,41,Other,Houston,German,No,NA,NA,NA,NA
1317,Customer 317,66,Other,New York,English,Yes,2022-06-15,2022,6,15
1318,Customer 318,20,Male,New York,English,No,NA,NA,NA,NA
1319,Customer 319,35,Female,Houston,English,No,NA,NA,NA,NA
1320,Customer 320,19,Female,Houston,English,Yes,2022-04-29,2022,4,29
1321,Customer 321,54,Male,Los Angeles,French,No,NA,NA,NA,NA
1322,Customer 322,29,Male,Houston,German,No,NA,NA,NA,NA
1323,Customer 323,30,Female,Los Angeles,Spanish,Yes,2022-04-12,2022,4,12
1324,Customer 324,59,Other,Los Angeles,Spanish,No,NA,NA,NA,NA
1325,Customer 325,23,Other,New York,Spanish,Yes,2022-06-11,2022,6,11
1326,Customer 326,59,Other,Houston,German,No,NA,NA,NA,NA
1327,Customer 327,59,Female,New York,French,Yes,2022-06-05,2022,6,5
1328,Customer 328,55,Female,Los Angeles,English,Yes,2022-08-17,2022,8,17
1329,Customer 329,65,Other,Los Angeles,French,Yes,2022-08-02,2022,8,2
1330,Customer 330,33,Male,New York,French,No,NA,NA,NA,NA
1331,Customer 331,52,Other,Los Angeles,Spanish,Yes,2023-08-15,2023,8,15
1332,Customer 332,53,Male,Chicago,German,Yes,2022-09-15,2022,9,15
1333,Customer 333,44,Other,New York,French,No,NA,NA,NA,NA
1334,Customer 334,44,Other,Los Angeles,German,Yes,2022-01-30,2022,1,30
1335,Customer 335,52,Other,Houston,French,No,NA,NA,NA,NA
1336,Customer 336,40,Female,Chicago,French,No,NA,NA,NA,NA
1337,Customer 337,20,Male,New York,English,Yes,2022-05-22,2022,5,22
1338,Customer 338,48,Male,Houston,English,No,NA,NA,NA,NA
1339,Customer 339,65,Other,New York,Spanish,Yes,2022-01-11,2022,1,11
1340,Customer 340,19,Male,Houston,German,Yes,2023-07-29,2023,7,29
1341,Customer 341,64,Female,New York,German,No,NA,NA,NA,NA
1342,Customer 342,40,Female,Los Angeles,English,No,NA,NA,NA,NA
1343,Customer 343,20,Other,San Francisco,French,Yes,2022-08-24,2022,8,24
1344,Customer 344,26,Female,New York,Spanish,No,NA,NA,NA,NA
1345,Customer 345,56,Male,Los Angeles,German,No,NA,NA,NA,NA
1346,Customer 346,47,Male,Houston,Spanish,No,NA,NA,NA,NA
1347,Customer 347,48,Female,Chicago,German,Yes,2022-07-11,2022,7,11
1348,Customer 348,47,Other,Los Angeles,French,No,NA,NA,NA,NA
1349,Customer 349,26,Male,Houston,Spanish,No,NA,NA,NA,NA
1350,Customer 350,53,Male,Chicago,Spanish,No,NA,NA,NA,NA
1351,Customer 351,51,Male,San Francisco,English,Yes,2022-04-25,2022,4,25
1352,Customer 352,39,Male,Chicago,Spanish,Yes,2023-07-10,2023,7,10
1353,Customer 353,61,Male,New York,French,No,NA,NA,NA,NA
1354,Customer 354,58,Male,Los Angeles,German,No,NA,NA,NA,NA
1355,Customer 355,45,Other,San Francisco,Spanish,Yes,2023-08-26,2023,8,26
1356,Customer 356,46,Male,San Francisco,German,No,NA,NA,NA,NA
1357,Customer 357,60,Female,Houston,French,No,NA,NA,NA,NA
1358,Customer 358,56,Other,Houston,French,No,NA,NA,NA,NA
1359,Customer 359,62,Other,New York,French,No,NA,NA,NA,NA
1360,Customer 360,54,Other,New York,French,No,NA,NA,NA,NA
1361,Customer 361,60,Female,New York,English,No,NA,NA,NA,NA
1362,Customer 362,50,Female,Houston,English,Yes,2023-03-10,2023,3,10
1363,Customer 363,36,Male,New York,German,No,NA,NA,NA,NA
1364,Customer 364,29,Other,Houston,Spanish,Yes,2022-11-01,2022,11,1
1365,Customer 365,51,Female,San Francisco,German,No,NA,NA,NA,NA
1366,Customer 366,38,Male,Houston,English,Yes,2022-08-15,2022,8,15
1367,Customer 367,34,Male,Los Angeles,German,Yes,2022-10-01,2022,10,1
1368,Customer 368,29,Other,Chicago,French,No,NA,NA,NA,NA
1369,Customer 369,47,Female,Los Angeles,German,No,NA,NA,NA,NA
